sha256,rank,action,score
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,1,D3-PT - Process Termination,1.346523
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,2,D3-EDL - Executable Denylisting,1.000429
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,3,D3-FEV - File Eviction,0.995697
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,4,D3-SICA - System Init Config Analysis,0.991046
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,5,D3-PCSV - Process Code Segment Verification,0.962226
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,6,D3-PSA - Process Spawn Analysis,0.955477
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,7,D3-OTF - Outbound Traffic Filtering,0.950826
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,8,D3-CAA - Connection Attempt Analysis,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,9,D3-CQ - Content Quarantine,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,10,D3-DNSDL - DNS Denylisting,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,11,D3-DNSTA - DNS Traffic Analysis,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,12,D3-EAL - Executable Allowlisting,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,13,D3-FA - File Analysis,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,14,D3-FIM - File Integrity Monitoring,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,15,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,16,D3-PLA - Process Lineage Analysis,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,17,D3-RC - Restore Configuration,0.600000
62230c1651781d4ab7234fe6d747dc6cc79c1381f4ee15a84cf9a2176dcdc5d9,18,D3-RF - Restore File,0.600000
