target_id,dataset_id,similarity_type,signatures_similarity,mbcs_similarity,ttps_similarity
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,0017e2bb45469ea5f02edab017f77b7242c9a3330478c748e7e8380149ded601,cosine,0.0301106341,0.0222408109,0.0096232171
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,00515fe91a6b40d5c5ae851cb18d31c675ff38901edd352b3e6379087d5f2b26,cosine,0.2425062671,0.2357040855,0.1621801557
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,00b4eedbb85d52ce1a691501cbbf4587c49c93906611268a75ac547337c5919a,cosine,0.2304232261,0.0269218726,0.131552801
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,00d56f9d4e23372133f953d1a0bb58567bc2e9bc34f9e70304116a6382448458,cosine,0.4683266859,0.5466627917,0.3555544645
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,00e90b818309e8e0c0c73f539786c434af5156cb8d4eab78658e8871b972f1bc,cosine,0.0745697052,0.1241285027,0.1379089158
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,01383cd292942f754d098b5a36acf8f47223a8980a1a91f0afcad5a29bac92e0,cosine,0.1259294388,0.0589300881,0.1606553493
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,017b236bf38a1cf9a52fc0bdee2d5f23f038b00f9811c8a58b8b66b1c756b8d6,cosine,0.2185484683,0.2426428201,0.2524240871
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,0195f03c60d26ccf7bf74d6c29926169ba3233f305b8c61d07e085b9aeb6c452,cosine,0.2447086896,0.0209916445,0.0559851867
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,01ce496e53ddf9dacd4f7781f7162d20f4dcaf5095a3c42a4325039fe0d146d0,cosine,0.2108565378,0.0409454294,0.0869388876
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,0211fa99da14b1e1345530d8ecdd8445f9000c0e4a62a5af9f76e661ac48d529,cosine,0.2294003869,0.4437320099,0.1679748444
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,0251d3e4eac3e2e30f8648c4f366e525bb4f0b17b68bd677da867ef906653c31,cosine,0.269634157,0.1460819177,0.160175318
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,0291e99acfedf4e277d56babb2783ce0a01e873a42627b4e3f4a56c2a10cc24d,cosine,0.2651833186,0.5177690796,0.1916377386
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,029446e73e84a56b1fccd594b300007e29681766bc585607c7eb833e16b3d36b,cosine,0.2108565378,0.0409454294,0.0869388876
