sha256,rank,action,score
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,1,D3-FEV - File Eviction,2.064257
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,2,D3-PT - Process Termination,1.464257
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,3,D3-RKD - Registry Key Deletion,1.464257
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,4,D3-FRDDL - Forward Resolution Domain Denylisting,1.168453
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,5,D3-CQ - Content Quarantine,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,6,D3-EAL - Executable Allowlisting,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,7,D3-EDL - Executable Denylisting,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,8,D3-FA - File Analysis,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,9,D3-FIM - File Integrity Monitoring,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,10,D3-PSA - Process Spawn Analysis,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,11,D3-RC - Restore Configuration,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,12,D3-RF - Restore File,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,13,D3-SCA - System Call Analysis,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,14,D3-SICA - System Init Config Analysis,0.600000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,15,D3-OTF - Outbound Traffic Filtering,0.295805
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,16,D3-CAA - Connection Attempt Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,17,D3-CCSA - Credential Compromise Scope Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,18,D3-CE - Credential Eviction,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,19,D3-CR - Credential Revocation,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,20,D3-CRO - Credential Rotation,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,21,D3-DNSDL - DNS Denylisting,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,22,D3-DNSTA - DNS Traffic Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,23,D3-EI - Execution Isolation,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,24,D3-FAPA - File Access Pattern Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,25,D3-FCA - File Creation Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,26,D3-FCOA - File Content Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,27,D3-FHRA - File Hash Reputation Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,28,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,29,D3-ITF - Inbound Traffic Filtering,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,30,D3-NI - Network Isolation,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,31,D3-NTA - Network Traffic Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,32,D3-PA - Process Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,33,D3-PCSV - Process Code Segment Verification,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,34,D3-PLA - Process Lineage Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,35,D3-PSMD - Process Self,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,36,D3-RTSD - Remote Terminal Session Detection,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,37,D3-RUAA - Restore User Account Access,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,38,D3-SEA - Script Execution Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,39,D3-SJA - Scheduled Job Analysis,0.000000
0e723b24c00d40e82c3040be920ea71fa0c8f868d009f66310250f7286eeb3c7,40,D3-ST - Session Termination,0.000000
