sha256,rank,action,score
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,1,D3-PT - Process Termination,1.401805
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,2,D3-FEV - File Eviction,1.210816
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,3,D3-SICA - System Init Config Analysis,1.032926
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,4,D3-EDL - Executable Denylisting,1.027683
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,5,D3-PCSV - Process Code Segment Verification,0.976736
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,6,D3-OTF - Outbound Traffic Filtering,0.964778
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,7,D3-PSA - Process Spawn Analysis,0.795090
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,8,D3-CAA - Connection Attempt Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,9,D3-CQ - Content Quarantine,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,10,D3-DNSDL - DNS Denylisting,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,11,D3-DNSTA - DNS Traffic Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,12,D3-EAL - Executable Allowlisting,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,13,D3-FA - File Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,14,D3-FIM - File Integrity Monitoring,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,15,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,16,D3-PLA - Process Lineage Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,17,D3-RC - Restore Configuration,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,18,D3-RF - Restore File,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,19,D3-RTSD - Remote Terminal Session Detection,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,20,D3-SCA - System Call Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,21,D3-SJA - Scheduled Job Analysis,0.600000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,22,D3-RKD - Registry Key Deletion,0.173789
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,23,D3-CCSA - Credential Compromise Scope Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,24,D3-CE - Credential Eviction,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,25,D3-CR - Credential Revocation,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,26,D3-CRO - Credential Rotation,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,27,D3-EI - Execution Isolation,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,28,D3-FAPA - File Access Pattern Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,29,D3-FCA - File Creation Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,30,D3-FCOA - File Content Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,31,D3-FHRA - File Hash Reputation Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,32,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,33,D3-ITF - Inbound Traffic Filtering,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,34,D3-NI - Network Isolation,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,35,D3-NTA - Network Traffic Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,36,D3-PA - Process Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,37,D3-PSMD - Process Self,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,38,D3-RUAA - Restore User Account Access,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,39,D3-SEA - Script Execution Analysis,0.000000
d23c897e7bb23a6a525d1206dc792f0b81c34b4cce433614c08ce87aecd247fe,40,D3-ST - Session Termination,0.000000
