sha256,rank,action,score
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,1,D3-PSA - Process Spawn Analysis,1.403268
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,2,D3-FEV - File Eviction,1.238180
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,3,D3-PT - Process Termination,1.011046
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,4,D3-CCSA - Credential Compromise Scope Analysis,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,5,D3-CQ - Content Quarantine,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,6,D3-CR - Credential Revocation,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,7,D3-CRO - Credential Rotation,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,8,D3-EAL - Executable Allowlisting,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,9,D3-EDL - Executable Denylisting,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,10,D3-FA - File Analysis,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,11,D3-FIM - File Integrity Monitoring,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,12,D3-PCSV - Process Code Segment Verification,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,13,D3-RC - Restore Configuration,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,14,D3-RF - Restore File,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,15,D3-SCA - System Call Analysis,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,16,D3-SJA - Scheduled Job Analysis,0.600000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,17,D3-RKD - Registry Key Deletion,0.241491
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,18,D3-NI - Network Isolation,0.188911
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,19,D3-CAA - Connection Attempt Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,20,D3-CE - Credential Eviction,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,21,D3-DNSDL - DNS Denylisting,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,22,D3-DNSTA - DNS Traffic Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,23,D3-EI - Execution Isolation,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,24,D3-FAPA - File Access Pattern Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,25,D3-FCA - File Creation Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,26,D3-FCOA - File Content Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,27,D3-FHRA - File Hash Reputation Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,28,D3-FRDDL - Forward Resolution Domain Denylisting,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,29,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,30,D3-ITF - Inbound Traffic Filtering,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,31,D3-NTA - Network Traffic Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,32,D3-OTF - Outbound Traffic Filtering,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,33,D3-PA - Process Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,34,D3-PLA - Process Lineage Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,35,D3-PSMD - Process Self,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,36,D3-RTSD - Remote Terminal Session Detection,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,37,D3-RUAA - Restore User Account Access,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,38,D3-SEA - Script Execution Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,39,D3-SICA - System Init Config Analysis,0.000000
349bdb12a75fbfc2803f988862764ba6058b371728930f8dcb248f105ce607f7,40,D3-ST - Session Termination,0.000000
