file,top_k,precision,recall,f1
7.csv,3,0.7383,0.5538,0.6194
8.csv,3,0.74,0.5519,0.6189
6.csv,3,0.7283,0.5478,0.6119
3.csv,5,0.548,0.689,0.5978
4.csv,5,0.548,0.689,0.5978
2.csv,5,0.546,0.6865,0.5956
5.csv,3,0.7033,0.5321,0.5927
1.csv,4,0.5813,0.5814,0.5691
9.csv,3,0.6533,0.4863,0.546
10.csv,3,0.6483,0.4833,0.5422
11.csv,5,0.051,0.0644,0.0558
