file,top_k,precision,recall,f1
8.csv,3,0.77,0.5898,0.6526
7.csv,3,0.7517,0.5786,0.6387
6.csv,3,0.75,0.5776,0.6374
5.csv,3,0.7084,0.5523,0.606
9.csv,3,0.7167,0.5449,0.6049
3.csv,4,0.6112,0.6231,0.6034
4.csv,4,0.6112,0.6231,0.6034
1.csv,4,0.6088,0.6206,0.6009
2.csv,4,0.6075,0.6193,0.5996
10.csv,3,0.6617,0.5055,0.56
11.csv,5,0.051,0.0644,0.0558
