file,top_k,precision,recall,f1
6.csv,4,0.64,0.6458,0.6286
7.csv,4,0.635,0.6393,0.6231
8.csv,4,0.6212,0.6213,0.6078
3.csv,4,0.6112,0.6224,0.6028
4.csv,4,0.6112,0.6224,0.6028
5.csv,4,0.61,0.6208,0.6014
2.csv,4,0.6088,0.6199,0.6003
1.csv,5,0.511,0.6395,0.5562
10.csv,4,0.5475,0.5488,0.5361
9.csv,4,0.5475,0.5488,0.5361
11.csv,5,0.051,0.0644,0.0558
