file,top_k,precision,recall,f1
9.csv,3,0.7583,0.5746,0.6393
8.csv,3,0.7483,0.5718,0.6336
6.csv,3,0.725,0.5578,0.6161
7.csv,3,0.725,0.5578,0.6161
2.csv,4,0.6175,0.6309,0.6101
3.csv,4,0.6175,0.6309,0.6101
4.csv,4,0.6175,0.6309,0.6101
5.csv,4,0.6138,0.6263,0.606
1.csv,4,0.6125,0.6263,0.6054
10.csv,3,0.6517,0.4948,0.5499
11.csv,5,0.051,0.0644,0.0558
