file,top_k,precision,recall,f1
9.csv,3,0.7633,0.5783,0.6435
8.csv,3,0.7417,0.5657,0.6274
7.csv,3,0.73,0.5593,0.6191
3.csv,4,0.6262,0.6393,0.6186
4.csv,4,0.6262,0.6393,0.6186
6.csv,4,0.6262,0.6382,0.6181
2.csv,4,0.625,0.6381,0.6174
5.csv,4,0.6225,0.6356,0.6149
1.csv,4,0.62,0.6326,0.6124
10.csv,3,0.655,0.4963,0.5522
11.csv,5,0.051,0.0644,0.0558
