sha256,rank,action,score
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,1,D3-PT - Process Termination,1.103753
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,2,D3-FEV - File Eviction,1.079907
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,3,D3-PCSV - Process Code Segment Verification,1.054574
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,4,D3-CQ - Content Quarantine,0.840204
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,5,D3-PSA - Process Spawn Analysis,0.805032
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,6,D3-OTF - Outbound Traffic Filtering,0.803943
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,7,D3-EAL - Executable Allowlisting,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,8,D3-EDL - Executable Denylisting,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,9,D3-FA - File Analysis,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,10,D3-FIM - File Integrity Monitoring,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,11,D3-RC - Restore Configuration,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,12,D3-RF - Restore File,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,13,D3-RTSD - Remote Terminal Session Detection,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,14,D3-SCA - System Call Analysis,0.600000
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,15,D3-CCSA - Credential Compromise Scope Analysis,0.240204
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,16,D3-CR - Credential Revocation,0.240204
8971ec3505739bcd5dc12bb69ae3fa3ba4f43f2ff0e53deae6b694d20f4a751b,17,D3-ST - Session Termination,0.240204
