file,top_k,precision,recall,f1
6.csv,4,0.64,0.6402,0.6263
7.csv,4,0.6325,0.6333,0.6192
5.csv,4,0.6262,0.6293,0.6141
4.csv,4,0.605,0.6111,0.5945
3.csv,4,0.6038,0.6101,0.5934
2.csv,4,0.5988,0.6022,0.5874
8.csv,4,0.58,0.5783,0.5667
1.csv,5,0.507,0.6325,0.5512
10.csv,3,0.64,0.4763,0.5345
9.csv,3,0.64,0.4763,0.5345
11.csv,5,0.051,0.0644,0.0558
