file,top_k,precision,recall,f1
7.csv,4,0.6538,0.6519,0.6391
6.csv,3,0.75,0.5618,0.629
8.csv,4,0.6388,0.6393,0.6254
5.csv,3,0.73,0.5485,0.6131
4.csv,5,0.549,0.6857,0.5974
3.csv,5,0.544,0.6765,0.591
2.csv,4,0.6012,0.605,0.5902
1.csv,5,0.528,0.6544,0.5728
9.csv,4,0.5713,0.5664,0.5571
10.csv,3,0.6617,0.4902,0.552
11.csv,5,0.051,0.0644,0.0558
