file,top_k,precision,recall,f1
8.csv,4,0.6438,0.6386,0.6282
7.csv,3,0.7483,0.5587,0.6266
6.csv,3,0.7317,0.5483,0.6138
5.csv,4,0.615,0.6158,0.6026
4.csv,5,0.545,0.6828,0.5939
3.csv,4,0.5975,0.5978,0.5853
2.csv,4,0.5962,0.5965,0.584
1.csv,4,0.585,0.5828,0.5719
9.csv,4,0.5813,0.5742,0.5662
10.csv,4,0.5575,0.5483,0.5421
11.csv,5,0.051,0.0644,0.0558
