file,top_k,precision,recall,f1
8.csv,4,0.645,0.6429,0.6307
7.csv,3,0.7283,0.5497,0.6131
6.csv,5,0.552,0.694,0.6022
5.csv,5,0.551,0.6923,0.601
4.csv,5,0.547,0.6868,0.5966
9.csv,4,0.6,0.5956,0.5857
3.csv,5,0.537,0.6673,0.5835
2.csv,5,0.535,0.6631,0.5808
1.csv,5,0.522,0.6451,0.566
10.csv,4,0.5563,0.5495,0.5419
11.csv,5,0.051,0.0644,0.0558
