file,top_k,precision,recall,f1
7.csv,4,0.6637,0.6619,0.6488
6.csv,4,0.6462,0.647,0.6328
5.csv,4,0.6412,0.6429,0.6282
8.csv,4,0.6325,0.6325,0.619
3.csv,5,0.554,0.693,0.603
4.csv,5,0.552,0.6905,0.6008
2.csv,5,0.551,0.6878,0.5994
1.csv,5,0.532,0.6593,0.5771
10.csv,4,0.5675,0.5628,0.5534
9.csv,4,0.5675,0.5628,0.5534
11.csv,5,0.051,0.0644,0.0558
