sha256,rank,action,score
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,1,D3-PT - Process Termination,1.584409
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,2,D3-FEV - File Eviction,0.994416
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,3,D3-PSA - Process Spawn Analysis,0.991058
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,4,D3-NI - Network Isolation,0.984409
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,5,D3-RF - Restore File,0.799273
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,6,D3-PCSV - Process Code Segment Verification,0.798935
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,7,D3-SICA - System Init Config Analysis,0.790911
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,8,D3-CQ - Content Quarantine,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,9,D3-EAL - Executable Allowlisting,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,10,D3-EDL - Executable Denylisting,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,11,D3-FA - File Analysis,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,12,D3-FIM - File Integrity Monitoring,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,13,D3-PLA - Process Lineage Analysis,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,14,D3-RC - Restore Configuration,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,15,D3-SCA - System Call Analysis,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,16,D3-SJA - Scheduled Job Analysis,0.600000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,17,D3-RKD - Registry Key Deletion,0.394416
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,18,D3-OTF - Outbound Traffic Filtering,0.200147
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,19,D3-FAPA - File Access Pattern Analysis,0.190911
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,20,D3-CAA - Connection Attempt Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,21,D3-CCSA - Credential Compromise Scope Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,22,D3-CE - Credential Eviction,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,23,D3-CR - Credential Revocation,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,24,D3-CRO - Credential Rotation,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,25,D3-DNSDL - DNS Denylisting,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,26,D3-DNSTA - DNS Traffic Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,27,D3-EI - Execution Isolation,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,28,D3-FCA - File Creation Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,29,D3-FCOA - File Content Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,30,D3-FHRA - File Hash Reputation Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,31,D3-FRDDL - Forward Resolution Domain Denylisting,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,32,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,33,D3-ITF - Inbound Traffic Filtering,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,34,D3-NTA - Network Traffic Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,35,D3-PA - Process Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,36,D3-PSMD - Process Self,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,37,D3-RTSD - Remote Terminal Session Detection,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,38,D3-RUAA - Restore User Account Access,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,39,D3-SEA - Script Execution Analysis,0.000000
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,40,D3-ST - Session Termination,0.000000
