target_id,dataset_id,similarity_type,signatures_similarity,mbcs_similarity,ttps_similarity
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0017e2bb45469ea5f02edab017f77b7242c9a3330478c748e7e8380149ded601,cosine,0.1066479651,0.0385543307,0.0610040583
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,00515fe91a6b40d5c5ae851cb18d31c675ff38901edd352b3e6379087d5f2b26,cosine,0.2294582757,0.384201323,0.225216219
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,00b4eedbb85d52ce1a691501cbbf4587c49c93906611268a75ac547337c5919a,cosine,0.1043468266,0.1135684644,0.1754632196
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,00d56f9d4e23372133f953d1a0bb58567bc2e9bc34f9e70304116a6382448458,cosine,0.4966422616,0.3387279495,0.3676769065
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,00e90b818309e8e0c0c73f539786c434af5156cb8d4eab78658e8871b972f1bc,cosine,0.2204461942,0.1935319238,0.2246542129
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,01383cd292942f754d098b5a36acf8f47223a8980a1a91f0afcad5a29bac92e0,cosine,0.2278712679,0.1016148139,0.1697443535
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,017b236bf38a1cf9a52fc0bdee2d5f23f038b00f9811c8a58b8b66b1c756b8d6,cosine,0.1183302204,0.1917174581,0.2439126353
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0195f03c60d26ccf7bf74d6c29926169ba3233f305b8c61d07e085b9aeb6c452,cosine,0.2259861703,0.1984835121,0.2187918232
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,01ce496e53ddf9dacd4f7781f7162d20f4dcaf5095a3c42a4325039fe0d146d0,cosine,0.2226964461,0.2406543382,0.1891648432
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0211fa99da14b1e1345530d8ecdd8445f9000c0e4a62a5af9f76e661ac48d529,cosine,0.335928855,0.3744130578,0.2149894596
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0251d3e4eac3e2e30f8648c4f366e525bb4f0b17b68bd677da867ef906653c31,cosine,0.1567724824,0.0906797606,0.2110703061
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0291e99acfedf4e277d56babb2783ce0a01e873a42627b4e3f4a56c2a10cc24d,cosine,0.1755469372,0.1718435319,0.2650685005
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,029446e73e84a56b1fccd594b300007e29681766bc585607c7eb833e16b3d36b,cosine,0.2226964461,0.2406543382,0.1891648432
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0340043481091d92dcfb2c498aad3c0afca2fd208ef896f65af790cc147f8891,cosine,0.1491464749,0.1616325416,0.2664182991
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,0341ff3dcd3d14b971c1558cb3277908aa3c7841e017fd6f30359a481305813e,cosine,0.5030286887,0.376041208,0.2149894596
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,03bb4d5c0179fdceacc5df7645e6e7fa93e931ac9beb1968c7bbe40ba3499194,cosine,0.098713844,0.1230484761,0.2437342446
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,03f51ffa9c987630724a451ad872f52bf97bd257ad06b58b6194f5dec29c8f13,cosine,0.4137409511,0.3470531743,0.1759735702
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,cosine,0.2195832035,0.2064931154,0.1895357831
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,042271aadf2191749876fc99997d0e6bdd3b89159e7ab8cd11a9f13ae65fa6b1,cosine,0.2099061449,0.1576125021,0.2596025887
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,04419b76566142902680b2c44b216905b44a5743502530066e408bac72d20864,cosine,0.2484529352,0.029567966,0.2607167372
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,04c9cc0d1577d5ee54a4e2d4dd12f17011d13703cdd0e6efd46718d14fd9aa87,cosine,0.1611629403,0.1469029312,0.1045181295
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,04dd197044b9d4c84a86fb2e50fc3c0c3ac5b021aa1314b821d693fa60124465,cosine,0.4078216659,0.280839182,0.2966070304
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,04fdb3ba76452feea3b4bc18bcf9cd9f2255198d0d46447547e7a19942f563c2,cosine,0.3308090415,0.1709854675,0.148242127
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,056c3790765f928e991591cd139384b6680df26313a73711add657abc369028c,cosine,0.1564274935,0.1040567807,0.2904701093
