sha256,rank,action,score
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,1,D3-PT - Process Termination,1.679833
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,2,D3-FEV - File Eviction,1.275941
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,3,D3-OTF - Outbound Traffic Filtering,1.078087
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,4,D3-PSA - Process Spawn Analysis,1.029350
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,5,D3-CQ - Content Quarantine,0.805837
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,6,D3-RC - Restore Configuration,0.805837
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,7,D3-PCSV - Process Code Segment Verification,0.798055
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,8,D3-CCSA - Credential Compromise Scope Analysis,0.797854
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,9,D3-SJA - Scheduled Job Analysis,0.797854
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,10,D3-NI - Network Isolation,0.658466
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,11,D3-CAA - Connection Attempt Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,12,D3-CR - Credential Revocation,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,13,D3-CRO - Credential Rotation,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,14,D3-DNSDL - DNS Denylisting,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,15,D3-DNSTA - DNS Traffic Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,16,D3-EAL - Executable Allowlisting,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,17,D3-EDL - Executable Denylisting,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,18,D3-FA - File Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,19,D3-FIM - File Integrity Monitoring,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,20,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,21,D3-PLA - Process Lineage Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,22,D3-RF - Restore File,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,23,D3-RKD - Registry Key Deletion,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,24,D3-RTSD - Remote Terminal Session Detection,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,25,D3-SCA - System Call Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,26,D3-SICA - System Init Config Analysis,0.600000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,27,D3-CE - Credential Eviction,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,28,D3-EI - Execution Isolation,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,29,D3-FAPA - File Access Pattern Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,30,D3-FCA - File Creation Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,31,D3-FCOA - File Content Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,32,D3-FHRA - File Hash Reputation Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,33,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,34,D3-ITF - Inbound Traffic Filtering,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,35,D3-NTA - Network Traffic Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,36,D3-PA - Process Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,37,D3-PSMD - Process Self,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,38,D3-RUAA - Restore User Account Access,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,39,D3-SEA - Script Execution Analysis,0.000000
09bbc4211e7a0e63804344324e0528f31bc527e993662b5832f308629b6d2abf,40,D3-ST - Session Termination,0.000000
