hash,T1001,T1003,T1005,T1006,T1007,T1010,T1012,T1014,T1016,T1018,T1020,T1021,T1021.001,T1022,T1027,T1027.002,T1027.004,T1027.005,T1027.009,T1031,T1032,T1033,T1036,T1036.007,T1037.005,T1038,T1041,T1045,T1046,T1047,T1048,T1049,T1050,T1053,T1053.002,T1053.005,T1055,T1055.002,T1055.003,T1055.004,T1055.011,T1055.012,T1056,T1056.001,T1056.004,T1057,T1059,T1059.001,T1059.003,T1060,T1063,T1064,T1065,T1067,T1069,T1070,T1070.001,T1070.004,T1070.006,T1071,T1071.001,T1074,T1079,T1080,T1081,T1082,T1083,T1086,T1087,T1087.001,T1088,T1089,T1090,T1090.003,T1091,T1095,T1096,T1102,T1105,T1106,T1107,T1112,T1113,T1114,T1115,T1116,T1118,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1134,T1134.001,T1135,T1140,T1143,T1158,T1170,T1176,T1179,T1185,T1188,T1198,T1202,T1203,T1204.002,T1213,T1214,T1217,T1218,T1218.004,T1218.011,T1219,T1222,T1222.001,T1485,T1486,T1489,T1490,T1491,T1495,T1496,T1497,T1497.001,T1497.002,T1497.003,T1499,T1518,T1518.001,T1529,T1539,T1542,T1542.001,T1542.003,T1543,T1543.002,T1543.003,T1547,T1547.001,T1547.004,T1547.008,T1547.009,T1548,T1548.002,T1550.004,T1552,T1552.001,T1552.002,T1553.004,T1553.005,T1555,T1555.003,T1555.004,T1559.001,T1560,T1560.002,T1562,T1562.001,T1562.006,T1564,T1564.001,T1564.002,T1564.003,T1564.004,T1565,T1566,T1566.002,T1569.002,T1571,T1573,T1574.001,T1574.002,T1574.010,T1592,T1592.004,T1614,T1614.001,T1620,T1622
21b63a545df6a8ccbf3a70596ce720392245a6865d45a6094df56635f069dd59,0.0,0.0,0.0,0.0,0.0,0.0,0.29458012878730444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22329970044442382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22606218456364277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2497871304229167,0.0,0.0,0.0,0.0,0.5317523528591456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19268517386590206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29806864126395494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23212455312382402,0.5359544809250488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25abc25a488468887ae9b909116f16841a6be0948c5d2b9240f64be0761653de,0.0,0.0,0.13531834903906428,0.0,0.2674816741090899,0.0,0.08580501880321657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06504252365651136,0.0,0.0,0.0,0.0,0.0,0.0,0.18382869807892882,0.0,0.0,0.0,0.0,0.0,0.12466477532876631,0.0,0.1340707259059362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12713716531516492,0.2134505212845974,0.0,0.0,0.12535966656091452,0.0,0.0,0.0,0.15488831790374327,0.0,0.23804847919885475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17888455644869222,0.05612515356934463,0.08838222458298833,0.0,0.200720199997774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09335683485521917,0.0,0.1340707259059362,0.19533037314829182,0.0,0.18487442653423164,0.0,0.0,0.1655608041070498,0.0,0.0,0.0,0.2782884579463047,0.0,0.08682114938842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06761301832364584,0.15611230975680096,0.2846314658433874,0.0,0.0,0.0,0.08270821067144354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20514899488874608,0.0,0.0,0.32195974504446817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12860265229617443,0.0,0.0,0.0,0.0,0.23804847919885475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20671007008331335,0.0,0.0
31f983668db02626b9c65b0f2fc7d14b59400c485d4ffc88418f3f76bf62ef85,0.0,0.0,0.19264250616165896,0.0,0.0,0.0,0.12215412012400513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259612501370483,0.1000984256801646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17747581846775806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18099557322807755,0.0,0.0,0.10357971958503165,0.17846508259506533,0.0,0.0,0.0,0.22050279173541404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10683448399704158,0.22136909367737403,0.0,0.0,0.0,0.2546644229153619,0.0799011391957291,0.12582309320736887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1908663594024218,0.0,0.0,0.0,0.0,0.0,0.2356964037162044,0.0,0.0,0.0,0.0,0.0,0.1236007084389778,0.0,0.0,0.0,0.0,0.0,0.2071012076741731,0.0,0.0,0.0,0.3388916281235471,0.3430367947013657,0.0,0.0,0.0,0.0,0.0,0.0,0.2965662379472274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21796111456905892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2533310518094402,0.0,0.21005029841555406,0.0
34a51dc07bde9cbe8888d913bada3b4f66240ea94e035f49c9c1e4aa087d489b,0.0,0.0,0.0,0.0,0.0,0.13547911694487866,0.10572359848645776,0.0,0.0,0.14229070355498605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11021306847646382,0.0,0.0,0.0,0.0,0.1536041695007341,0.0,0.16519359580789197,0.0,0.0,0.35070515957173987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1566504944112083,0.2630004342842929,0.0,0.08964757532231424,0.0,0.0,0.0,0.2724958492469195,0.0,0.0,0.0,0.0,0.0,0.1498823692140677,0.0,0.0,0.17559127612196024,0.09246455280546446,0.19159351443487269,0.0,0.0,0.0,0.0,0.06915391761132898,0.10889907088746555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12930212893020415,0.0,0.0,0.0,0.11502847574493788,0.0,0.16519359580789197,0.24067391664234247,0.0,0.0,0.0,0.0,0.20399370832435104,0.0,0.0,0.0,0.0,0.0,0.1069756112882537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31357201632188597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08330854886356223,0.0,0.0,0.0,0.0,0.0,0.1019079044387234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21812208567736718,0.1780044405997513,0.0,0.0,0.0,0.2304452930053902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11996418591303559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058370132411265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35c2ee1406834ee537a4c945e4755f53272d46241402e96c77d0deb505c9e52b,0.0,0.1811298914607685,0.16965834517810824,0.0,0.0,0.13785789649261657,0.10757992246807307,0.0,0.0,0.1447890828113814,0.0,0.0,0.0,0.0,0.081548489233977,0.08815569104764148,0.0,0.2254755039568804,0.0,0.0,0.0,0.0,0.11214821980529867,0.0,0.0,0.0,0.0,0.15630119369970552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08255734148951878,0.0,0.0,0.0,0.0,0.0,0.15940100681970024,0.2676182681485055,0.0,0.09122163207356825,0.15717242880833818,0.0,0.0,0.27728040621517747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09408807082111453,0.19495756598683503,0.0,0.0,0.0,0.0,0.07036814109144447,0.11081115068571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157245122573022,0.0,0.0,0.1603134502201806,0.0,0.0,0.1680941103372639,0.24489973537731197,0.0,0.23179036320118537,0.0,0.0,0.20757548588662006,0.0,0.0,0.0,0.0,0.0,0.10885391845453671,0.0,0.0,0.0,0.0,0.0,0.18239198024605555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08477130324709573,0.0,0.0,0.0,0.0,0.0,0.10369723141618147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1811298914607685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1612383932336178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997256488785544,0.0,0.0,0.0,0.22310614561955563,0.2591672797593883,0.0,0.0
36b8623b6b1120313cd6a82751d5eb175d274d2952a8b3d3d6f69874fb4e88b9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26494756887853016,0.0,0.0,0.0,0.0,0.14922446878405682,0.16131489731381482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291685729432287,0.0,0.0,0.0,0.28760768490916694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17217047819136905,0.3567501923468725,0.0,0.0,0.0,0.0,0.12876570212802038,0.0,0.0,0.0,0.0,0.0,0.45729498905059474,0.0,0.0,0.0,0.2407626349084518,0.0,0.0,0.2933553971724402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991903014884228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3337565982932983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18975415017265343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38e52dbc0dbbc8d65987b05460d1a109a772aeb1fead029581115e4e4e15c240,0.0,0.20943259337058145,0.19616854474463413,0.0,0.0,0.15939907293167754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09429096129847746,0.10193058057721079,0.0,0.2607074909303758,0.0,0.0,0.0,0.0,0.12967209512630296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18430843178284714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22453877199129982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08136361238111939,0.12812610042066871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12586303815801278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1199005858486041,0.0,0.22195057315154768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271132310978032,0.0,0.0,0.2952014540587416,0.2850481827419769,0.0,0.0,0.0,0.38776330873421283,0.38776330873421283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24217923636902836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42baf0d9105229ca324cb979bcd9fa893bd2585cb91a98c7406ef610b1e35291,0.0,0.186773971744496,0.17494496746483884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08408957296422893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11564280344996078,0.0,0.0,0.0,0.0,0.16117160177298953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512986146189935,0.0,0.0,0.0,0.0,0.0,0.16436800631681112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2002458050129737,0.0,0.30775858369714254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23126910082862623,0.07256084067589048,0.11426407071872663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2525309096511206,0.0,0.0,0.0,0.0,0.2140436215313189,0.0,0.0,0.0,0.0,0.0,0.11224585034386159,0.0,0.0,0.0,0.0,0.0,0.1880753877240518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10692847886293415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24179836468922894,0.0,0.0,0.2632634546130123,0.25420867102125266,0.0,0.0,0.0,0.34581099390258235,0.34581099390258235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159777383392048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44f53e578f99badd615955fdb2d5c5a70a69cfec2470d06e6be8d08c230b953f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19991661295508606,0.21611420803141712,0.0,0.0,0.0,0.0,0.0,0.0,0.2749320369147494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3907725291340868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23065747280819554,0.4779396482775892,0.0,0.0,0.0,0.0,0.17250792208527987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207817360936306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5748573620098248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52b2b45ea5d9d4871a9447c0f379ac85704447de2007b54073af0c30f7fbf488,0.0,0.0,0.0,0.0,0.29548903851414027,0.0,0.094789456475099,0.0,0.1862488375187392,0.0,0.0,0.0,0.0,0.0,0.07185297027099259,0.0,0.0,0.0,0.0,0.0,0.0,0.20307696004809367,0.0,0.0,0.0,0.0,0.0,0.13771812488153792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3223786168532573,0.0727418773716169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08037604717173087,0.13848577650755411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1986681155571997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06200188375484869,0.0976365152893311,0.0,0.22173713060999792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1412533534454679,0.0,0.0,0.0,0.215782947921349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09591198365617393,0.0,0.0,0.0,0.3223786168532573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29548903851414027,0.0,0.0,0.0,0.0,0.07469261526808317,0.0,0.0,0.0,0.0,0.22662965398928545,0.09136838899311824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22662965398928545,0.0,0.1595948720641186,0.0,0.0,0.31443454379843333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1420683274992015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19658045659782084,0.0,0.0,0.0
