file,top_k,precision,recall,f1
1.csv,5,0.537,0.6783,0.5867
10.csv,3,0.53,0.3968,0.4441
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.6,0.6122,0.5924
3.csv,4,0.5988,0.6103,0.5908
4.csv,4,0.6,0.6113,0.5919
5.csv,4,0.6,0.6128,0.5925
6.csv,4,0.6,0.6112,0.5917
7.csv,3,0.7,0.5344,0.5921
8.csv,4,0.6025,0.6024,0.5893
9.csv,4,0.525,0.516,0.51
