file,top_k,precision,recall,f1
1.csv,5,0.536,0.678,0.5858
10.csv,3,0.53,0.3975,0.4445
11.csv,5,0.11,0.1417,0.1209
2.csv,5,0.539,0.6818,0.5891
3.csv,5,0.541,0.6823,0.5907
4.csv,5,0.539,0.6793,0.5883
5.csv,4,0.5975,0.6113,0.5903
6.csv,4,0.6062,0.6171,0.5977
7.csv,4,0.61,0.6153,0.5989
8.csv,4,0.5863,0.5884,0.5743
9.csv,4,0.5162,0.5077,0.5016
