file,top_k,precision,recall,f1
1.csv,4,0.5637,0.5807,0.5585
10.csv,3,0.4917,0.3677,0.4115
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.5925,0.6039,0.5842
3.csv,4,0.5938,0.6042,0.5849
4.csv,4,0.5913,0.6008,0.5821
5.csv,4,0.5813,0.5849,0.5697
6.csv,4,0.5563,0.5538,0.5426
7.csv,4,0.505,0.4958,0.4899
8.csv,3,0.5117,0.3819,0.4278
9.csv,3,0.4917,0.3677,0.4115
