file,top_k,precision,recall,f1
1.csv,4,0.5687,0.5833,0.5623
10.csv,3,0.52,0.3894,0.4356
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.5837,0.5985,0.5771
3.csv,4,0.5875,0.602,0.5807
4.csv,4,0.5887,0.6018,0.5812
5.csv,4,0.5875,0.5963,0.5782
6.csv,4,0.6025,0.6038,0.5895
7.csv,4,0.5587,0.5556,0.5451
8.csv,4,0.5038,0.4939,0.4885
9.csv,3,0.52,0.3894,0.4356
