sha256,precision_top1,recall_top1,f1_top1,precision_top2,recall_top2,f1_top2,precision_top3,recall_top3,f1_top3,precision_top4,recall_top4,f1_top4,precision_top5,recall_top5,f1_top5
12a39d099a6744863a5349b84e91fc582e4956a5060d61597de43cdcbba8df7e,1.0,0.2,0.3333,1.0,0.4,0.5714,1.0,0.6,0.75,0.75,0.6,0.6667,0.6,0.6,0.6
17ce77ba51558d7591c2563cc6a528e03b2a5aa17f9383d4ff8859541b2a5ee9,1.0,0.3333,0.5,0.5,0.3333,0.4,0.3333,0.3333,0.3333,0.25,0.3333,0.2857,0.2,0.3333,0.25
28e575260cc878a8215800ebdaa02684d6997954a381c748e1e0fde409fadbd9,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
33b25ae8a09b3249f6f5a9971d563933e88d20dca6f2b761c308783e164de492,1.0,0.2,0.3333,0.5,0.2,0.2857,0.3333,0.2,0.25,0.5,0.4,0.4444,0.4,0.4,0.4
34ccf9c70f06b37e7fdccaa2d82815043e98298d22ac91758e929e0ab7f76f1f,0.0,0.0,0,0.0,0.0,0,0.3333,0.5,0.4,0.25,0.5,0.3333,0.2,0.5,0.2857
36a2cbe976c9c3fb77f83c521dc34752c4996f45d65c77372949fc62eb21f838,0.0,0.0,0,0.0,0.0,0,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
44ffe36dad598708138873097f1da36e949a8ef60f1f6402c494bb6391424c10,1.0,0.3333,0.5,0.5,0.3333,0.4,0.6667,0.6667,0.6667,0.5,0.6667,0.5714,0.6,1.0,0.75
45c02c7b7bcf92f477c2d62d4f65090f79cf0fc6e9ae3a0a8d1f9523613e6b9d,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
046c6f5b9a52af4d5a910551aed8caabde7b94639eaa7d09a612fed9ba43c18d,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
56f803925d37e489e72c9e3a7bf128d46fd29b62f858961b2f644edf09530602,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
60b6d55beee9f47ef1e04a854c5e985ad5475b84a92e048432ceae4650a9e3e1,0.0,0.0,0,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
e2e15e6c5091a11b5f190cc3dc8c93ba021aca681431f08c71a1fd9a91a53e83,0.0,0.0,0,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.25,0.25,0.25,0.2,0.25,0.2222
63cfb81660e9653af5355e501c2febe38e5fd01840e8ae389fb5750c1812d374,1.0,0.5,0.6667,0.5,0.5,0.5,0.3333,0.5,0.4,0.25,0.5,0.3333,0.2,0.5,0.2857
65e8cbf56f668946a6b3b61a175c37473df451d5fa9d92a08e83c866824f0ef7,0.0,0.0,0,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
65fc6dce29c76aa98c946748b40ef8dae7278002fb6edea0c82c4fc94e03b41a,1.0,0.2,0.3333,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.4,0.4,0.4
75fdd493bc81ed60d995975ca7133c11b4b6bd36158344badde80ea1c67ff421,0.0,0.0,0,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.4,0.4,0.4
76a59267c8c6b0e6878ad01204e5971c46726bcdb41bd74818b038baa597e027,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
079ee1d5bfc9f7b51c26f721c3e43160f01208bfdcd67290b44dd0f53cac5ca0,0.0,0.0,0,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.6,0.6,0.6
85ba99319f22cde0abd25e839a7a230a730f1d52e546754873e479be88e65da1,1.0,0.3333,0.5,0.5,0.3333,0.4,0.3333,0.3333,0.3333,0.25,0.3333,0.2857,0.2,0.3333,0.25
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,0.0,0.0,0,0.5,0.25,0.3333,0.6667,0.5,0.5714,0.5,0.5,0.5,0.4,0.5,0.4444
91dde5ab420de328614c1828324948dfb5e0bc231aba011c29fc48d1a1f5e306,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
93f0d08b71ee7e46d00f76300de83a057b22103be7b981eb80e6631eea85b709,1.0,0.3333,0.5,1.0,0.6667,0.8,0.6667,0.6667,0.6667,0.5,0.6667,0.5714,0.4,0.6667,0.5
94eef41846c7f8aa2024a495bc373d6ca90ea23e278bf2ec748ad6df75ac5264,0.0,0.0,0,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
0259f115063da84adfbb9dddf72ccbdd22bc2a83fc24de49726439bc4dab748c,0.0,0.0,0,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.6,0.6,0.6
324eb8521bba09aae9dba89f50598f773952e02d95d56e52000f0297795e44a5,1.0,0.25,0.4,1.0,0.5,0.6667,0.6667,0.5,0.5714,0.5,0.5,0.5,0.4,0.5,0.4444
376c76d02aeb61b3e845c8ecf4f92bae4800e528cb2e30ec8285eecda31caa7b,1.0,0.25,0.4,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.25,0.25,0.25,0.2,0.25,0.2222
441fdd538d108fff085ae4cf22d53e9913bd1243a039d1649916a2c980c6b9ea,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
491b1dfe9c3d8d0687339c3b12e07529d515f4bbaaa6c8def22032f223452bb0,1.0,0.3333,0.5,0.5,0.3333,0.4,0.3333,0.3333,0.3333,0.25,0.3333,0.2857,0.2,0.3333,0.25
c2b5b2db3397ac986843ba6b82d8373521b3efa9051cc2b686a71570076f6d3d,0.0,0.0,0,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.25,0.25,0.25,0.2,0.25,0.2222
2777c2ab1358ff442a0744634600581a71c0ea57b983437aaf1b2b184e249c3e,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0.2,0.2222,0.4,0.4,0.4
3354bdd8ccc26fcde720560773a0a3fa4f808dae9010a3fdc5af003858b23e2b,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
3503efbd12d4846d6e226f57d5958cd369ee8015d5faa077fa9acb90af15eca1,1.0,0.2,0.3333,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
6056ddf4fd5f58f421883da0176a32cbad5458c80d33e1e0d4f1ddcf28f6d21d,0.0,0.0,0,0.0,0.0,0,0.3333,0.25,0.2857,0.25,0.25,0.25,0.2,0.25,0.2222
6256a9de45ff5b2c8f1f0462de2f96e730df80bed12f227caff765646b730e80,0.0,0.0,0,0.0,0.0,0,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
6682d37922e7d9bcbb13263a2942817c003aaf48b77e70b9f0a8e24d1895ad02,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.6,0.6,0.6
7372fe2e6401cdbca755f752e7e8407a8a5fbaf81ca5e692705a9819977dc447,0.0,0.0,0,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.5,0.5,0.5,0.6,0.75,0.6667
7965e9813714dba016ee3034616a12092c71818443a0c269d3ab8791b9883eec,0.0,0.0,0,0.0,0.0,0,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
8510b99e4bd38e8adcd3092d7e9a9ac23014efa2a5ff96ad0f971da1dbe6d532,1.0,0.2,0.3333,1.0,0.4,0.5714,1.0,0.6,0.75,0.75,0.6,0.6667,0.6,0.6,0.6
8791b0b7f4a499d66dbbc5b41ea20cb13af614bdc62e62392bf041065e9ddb0f,0.0,0.0,0,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.5,0.5,0.5,0.4,0.5,0.4444
9405d938914bc1de8fe00f714dafa41d6b33e6e61c3993223408bfd323c32458,1.0,0.25,0.4,1.0,0.5,0.6667,0.6667,0.5,0.5714,0.5,0.5,0.5,0.4,0.5,0.4444
9425d9099bf4dd1cd2c41434fe45de21ac1659110d121342849077eb6770437a,1.0,0.3333,0.5,1.0,0.6667,0.8,1.0,1.0,1.0,0.75,1.0,0.8571,0.6,1.0,0.75
9664b724abd8cc4dca9dd910bde9f4dc21605332186a8100c25c4f4a0a3e5b47,0.0,0.0,0,0.5,0.3333,0.4,0.3333,0.3333,0.3333,0.5,0.6667,0.5714,0.4,0.6667,0.5
9712d73e1c8f3356c67f0feb5e9365b67a21779ced4655066f68b458b61e6c83,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
23329bda17535f705233dcce3aaf21aa7cedc5576dcfd3eab64bdbb62a9f18e3,0.0,0.0,0,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
36882afaff37f70be8d2566f1b4f8a05764c27305f4809002f1ee2822b6d8ea5,1.0,0.25,0.4,1.0,0.5,0.6667,1.0,0.75,0.8571,0.75,0.75,0.75,0.6,0.75,0.6667
44130b6c18abaaea8d59ba7ef447b231e2bde5ae9fd572104ca51136e5e35150,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.25,0.25,0.25,0.4,0.5,0.4444
44814d480211c0c7ebac68b7747789b1d2aee342e2353a16563f086283f152d7,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,0.0,0.0,0,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
81324ef5aa3a0b97fab9fa9fdbd6a369f5eea5a4a90a3510dcecf10941f40c8a,0.0,0.0,0,0.5,0.3333,0.4,0.6667,0.6667,0.6667,0.75,1.0,0.8571,0.6,1.0,0.75
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,1.0,0.2,0.3333,1.0,0.4,0.5714,1.0,0.6,0.75,0.75,0.6,0.6667,0.6,0.6,0.6
96583d4f2a9b9330e5f08230b545a22bc109b7faf8ed0a989a846f861ff3ac9c,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
378932d5fc866bfe3ae59abe125e21da19ae9fd819976fd1fdd73f8fce110b7e,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
568097c7465680d1fcede9788b1226266b28f86522cc8630d1f7bedb2c84f8f4,1.0,0.3333,0.5,0.5,0.3333,0.4,0.6667,0.6667,0.6667,0.75,1.0,0.8571,0.6,1.0,0.75
4179990c8f9dcadba8045a594c139baf74a54fcf4ac0e4d65fbc556e552bb7d2,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
20173033c6ceab87e28448c1b296f28694c9213e6dc9d510cff9d4e1962fed9a,1.0,0.2,0.3333,1.0,0.4,0.5714,1.0,0.6,0.75,0.75,0.6,0.6667,0.6,0.6,0.6
72333871ff2e5b9a7ae7e7c11af0c2ccbac7ac53bb60976cf0bcdfabceb5059f,1.0,0.25,0.4,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.5,0.5,0.5,0.4,0.5,0.4444
182198163b1d17b3d5524bbe792b4546e404c00a5995e5f471371646a632bfe4,1.0,0.3333,0.5,0.5,0.3333,0.4,0.3333,0.3333,0.3333,0.25,0.3333,0.2857,0.2,0.3333,0.25
751545481c1a47d3cfaf771d01b78d712a9baf980c98c9a6d32f89f50b918f7f,0.0,0.0,0,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
8022107099f9689b77a6e6792eca5472b216b53adb35421ce7ae18a4298807e8,0.0,0.0,0,0.5,0.25,0.3333,0.6667,0.5,0.5714,0.75,0.75,0.75,0.6,0.75,0.6667
9630854693b8e9d6be3490068ba7c5797232578c1366480c17546079f880e19b,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
46864364581f4a18b628a1b68bfe231d72f4f871eaa712c1c3150cb01c65e6bc,1.0,0.25,0.4,0.5,0.25,0.3333,0.6667,0.5,0.5714,0.75,0.75,0.75,0.6,0.75,0.6667
a0b10907c269ae8babadca95c4f546fb564b4eb71c2725a7b3a51ac02396e9c2,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
a0fc12b65029f2629cf2b7c69c2179c6503a24a6bdabbf21680886c375959efe,1.0,0.2,0.3333,0.5,0.2,0.2857,0.3333,0.2,0.25,0.5,0.4,0.4444,0.4,0.4,0.4
a3d233a87114b7ff5648e4ee135c6fc69245c2a2b9c37dd7e340f3de5864f946,0.0,0.0,0,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.25,0.25,0.25,0.2,0.25,0.2222
a4b8d3c0a35222b1349ea8b038db184ded1a4c8e1a37803fd67f9e7b23320a6d,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
a76ac6b999b01979423de4d826164f7abd91c0daaabc412a4757ffea2714c26e,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
a276b0d2aaf8a132ffbe9ae16763975bcf38fc1e5a6419890712fc3de02b793f,1.0,0.25,0.4,0.5,0.25,0.3333,0.3333,0.25,0.2857,0.25,0.25,0.25,0.4,0.5,0.4444
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,1.0,0.25,0.4,0.5,0.25,0.3333,0.6667,0.5,0.5714,0.5,0.5,0.5,0.4,0.5,0.4444
a425f34863ba2e720f7a2af8525132ba97d19a3439947ecd028d8620897e7f2b,0.0,0.0,0,0.5,0.2,0.2857,0.3333,0.2,0.25,0.25,0.2,0.2222,0.2,0.2,0.2
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,1.0,0.2,0.3333,0.5,0.2,0.2857,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
a4816d4fecd6d2806d5b105c3aab55f4a1eb5deb3b126f317093a4dc4aab88a1,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.5,0.4,0.4444,0.4,0.4,0.4
a9457af49b2236667eb1ef82b7ff4dd800d08f0555fbde50ded495bc7df463d3,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
a7693434e775cf120cec21c7380f70b9e8914f7dd02019e953d5af4af0147a39,1.0,0.2,0.3333,1.0,0.4,0.5714,0.6667,0.4,0.5,0.75,0.6,0.6667,0.6,0.6,0.6
AVERAGE,0.7,0.1767,0.2777,0.575,0.2885,0.3763,0.4883,0.368,0.4105,0.4062,0.4083,0.3986,0.345,0.4307,0.3754
