sha256,rank,action,score
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,1,D3-PT - Process Termination,1.719390
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,2,D3-OTF - Outbound Traffic Filtering,1.070675
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,3,D3-FEV - File Eviction,1.059827
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,4,D3-NI - Network Isolation,0.889371
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,5,D3-PSA - Process Spawn Analysis,0.830019
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,6,D3-CCSA - Credential Compromise Scope Analysis,0.819171
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,7,D3-SJA - Scheduled Job Analysis,0.819171
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,8,D3-PLA - Process Lineage Analysis,0.815911
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,9,D3-CAA - Connection Attempt Analysis,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,10,D3-CQ - Content Quarantine,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,11,D3-CR - Credential Revocation,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,12,D3-CRO - Credential Rotation,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,13,D3-DNSDL - DNS Denylisting,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,14,D3-DNSTA - DNS Traffic Analysis,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,15,D3-EAL - Executable Allowlisting,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,16,D3-EDL - Executable Denylisting,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,17,D3-FA - File Analysis,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,18,D3-FIM - File Integrity Monitoring,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,19,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,20,D3-PCSV - Process Code Segment Verification,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,21,D3-RC - Restore Configuration,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,22,D3-RF - Restore File,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,23,D3-RTSD - Remote Terminal Session Detection,0.600000
7e5e6774dc5b5b89cc72e18691ecc9c1c2f75443898187c634fa72c4f91b5a82,24,D3-SCA - System Call Analysis,0.600000
