sha256,rank,action,score
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,1,D3-PT - Process Termination,1.573944
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,2,D3-FEV - File Eviction,1.378766
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,3,D3-PSA - Process Spawn Analysis,1.001442
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,4,D3-OTF - Outbound Traffic Filtering,0.986430
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,5,D3-PCSV - Process Code Segment Verification,0.795178
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,6,D3-CQ - Content Quarantine,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,7,D3-DNSDL - DNS Denylisting,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,8,D3-DNSTA - DNS Traffic Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,9,D3-EAL - Executable Allowlisting,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,10,D3-EDL - Executable Denylisting,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,11,D3-FA - File Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,12,D3-FIM - File Integrity Monitoring,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,13,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,14,D3-PLA - Process Lineage Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,15,D3-RC - Restore Configuration,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,16,D3-RF - Restore File,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,17,D3-RTSD - Remote Terminal Session Detection,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,18,D3-SCA - System Call Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,19,D3-SICA - System Init Config Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,20,D3-SJA - Scheduled Job Analysis,0.600000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,21,D3-RKD - Registry Key Deletion,0.216013
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,22,D3-NI - Network Isolation,0.185430
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,23,D3-CAA - Connection Attempt Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,24,D3-CCSA - Credential Compromise Scope Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,25,D3-CE - Credential Eviction,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,26,D3-CR - Credential Revocation,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,27,D3-CRO - Credential Rotation,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,28,D3-EI - Execution Isolation,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,29,D3-FAPA - File Access Pattern Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,30,D3-FCA - File Creation Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,31,D3-FCOA - File Content Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,32,D3-FHRA - File Hash Reputation Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,33,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,34,D3-ITF - Inbound Traffic Filtering,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,35,D3-NTA - Network Traffic Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,36,D3-PA - Process Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,37,D3-PSMD - Process Self,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,38,D3-RUAA - Restore User Account Access,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,39,D3-SEA - Script Execution Analysis,0.000000
62271e4b8eeb27837dda10e85fb4b4a8f0c54b319ea06d28ffd56fab022d6f18,40,D3-ST - Session Termination,0.000000
