file,top_k,precision,recall,f1
8.csv,3,0.7633,0.5838,0.6464
9.csv,3,0.7567,0.5767,0.6395
7.csv,3,0.7417,0.5703,0.6298
6.csv,3,0.7217,0.5583,0.6148
5.csv,3,0.705,0.5478,0.6019
2.csv,4,0.61,0.6211,0.6016
3.csv,4,0.61,0.6211,0.6016
4.csv,4,0.6088,0.6198,0.6004
1.csv,4,0.605,0.6162,0.5967
10.csv,3,0.665,0.5049,0.5611
11.csv,5,0.051,0.0644,0.0558
