file,top_k,precision,recall,f1
6.csv,3,0.7267,0.5571,0.6158
7.csv,4,0.6275,0.6287,0.6142
5.csv,3,0.705,0.5431,0.5989
2.csv,3,0.6833,0.528,0.5812
3.csv,3,0.6833,0.528,0.5812
4.csv,3,0.6833,0.528,0.5812
8.csv,4,0.5913,0.5893,0.5774
1.csv,4,0.5663,0.573,0.5566
10.csv,3,0.6433,0.4863,0.5412
9.csv,3,0.6433,0.4863,0.5412
11.csv,5,0.051,0.0644,0.0558
