file,top_k,precision,recall,f1
8.csv,3,0.7583,0.5775,0.6407
9.csv,4,0.635,0.6358,0.6217
7.csv,3,0.7317,0.5618,0.6207
6.csv,3,0.7234,0.5575,0.6148
5.csv,3,0.7084,0.5485,0.6036
2.csv,4,0.6075,0.6158,0.5979
3.csv,4,0.6075,0.6158,0.5979
4.csv,4,0.6075,0.6158,0.5979
1.csv,4,0.6,0.6083,0.5905
10.csv,3,0.6533,0.4961,0.5512
11.csv,5,0.051,0.0644,0.0558
