file,top_k,precision,recall,f1
8.csv,3,0.7583,0.5773,0.6408
7.csv,3,0.7517,0.5746,0.6363
6.csv,3,0.7333,0.5643,0.623
5.csv,3,0.7067,0.548,0.6028
2.csv,3,0.6967,0.54,0.5941
3.csv,3,0.6967,0.54,0.5941
4.csv,3,0.6967,0.54,0.5941
1.csv,4,0.5925,0.6002,0.583
9.csv,4,0.5913,0.5909,0.5784
10.csv,3,0.6583,0.4989,0.555
11.csv,5,0.051,0.0644,0.0558
