file,top_k,precision,recall,f1
8.csv,3,0.755,0.5753,0.6383
7.csv,3,0.735,0.5646,0.6238
6.csv,3,0.7267,0.5596,0.6176
5.csv,3,0.71,0.5496,0.6051
9.csv,4,0.6188,0.6177,0.6051
2.csv,3,0.6967,0.5403,0.5942
3.csv,3,0.6967,0.5403,0.5942
4.csv,3,0.6967,0.5403,0.5942
1.csv,4,0.5962,0.6045,0.5869
10.csv,3,0.645,0.4904,0.5446
11.csv,5,0.051,0.0644,0.0558
