file,top_k,precision,recall,f1
6.csv,4,0.6188,0.6211,0.6061
5.csv,4,0.5938,0.6026,0.5844
7.csv,4,0.5962,0.5979,0.5837
2.csv,4,0.5863,0.5973,0.5781
3.csv,4,0.5863,0.5973,0.5781
4.csv,4,0.5863,0.5973,0.5781
1.csv,4,0.5563,0.5652,0.5476
8.csv,3,0.6317,0.4812,0.5334
10.csv,3,0.625,0.4763,0.5279
9.csv,3,0.625,0.4763,0.5279
11.csv,5,0.051,0.0644,0.0558
