file,top_k,precision,recall,f1
5.csv,4,0.545,0.5459,0.5341
4.csv,4,0.5437,0.5456,0.5333
3.csv,4,0.53,0.5347,0.5211
2.csv,4,0.5225,0.5272,0.5138
6.csv,4,0.5225,0.5261,0.5132
1.csv,4,0.4938,0.498,0.4852
7.csv,4,0.4475,0.4507,0.4398
10.csv,3,0.4333,0.3169,0.3597
8.csv,3,0.4333,0.3169,0.3597
9.csv,3,0.4333,0.3169,0.3597
11.csv,5,0.11,0.1417,0.1209
