file,top_k,precision,recall,f1
4.csv,4,0.4963,0.4949,0.485
3.csv,4,0.4813,0.4842,0.4723
2.csv,4,0.48,0.4832,0.4711
1.csv,4,0.4587,0.461,0.45
5.csv,4,0.4575,0.4623,0.4498
6.csv,4,0.3912,0.3976,0.3857
7.csv,3,0.3783,0.2744,0.3126
10.csv,3,0.375,0.2722,0.3099
8.csv,3,0.375,0.2722,0.3099
9.csv,3,0.375,0.2722,0.3099
11.csv,5,0.11,0.1417,0.1209
