file,top_k,precision,recall,f1
5.csv,4,0.5663,0.5647,0.5537
6.csv,4,0.555,0.5546,0.5432
4.csv,4,0.5525,0.5533,0.5413
3.csv,4,0.53,0.533,0.5201
2.csv,4,0.5275,0.5315,0.5181
1.csv,4,0.5088,0.5127,0.4997
7.csv,5,0.445,0.5563,0.4845
8.csv,5,0.357,0.4414,0.3871
10.csv,3,0.4517,0.3283,0.3736
9.csv,3,0.4517,0.3283,0.3736
11.csv,5,0.11,0.1417,0.1209
