file,top_k,precision,recall,f1
1.csv,4,0.5275,0.5368,0.5204
10.csv,3,0.4833,0.3597,0.4041
11.csv,5,0.11,0.1417,0.1209
2.csv,5,0.485,0.6091,0.5289
3.csv,4,0.5487,0.5553,0.5399
4.csv,4,0.5663,0.5743,0.5576
5.csv,4,0.59,0.5983,0.5808
6.csv,4,0.5925,0.5992,0.5826
7.csv,4,0.5687,0.5778,0.5604
8.csv,4,0.4788,0.4901,0.4731
9.csv,3,0.4833,0.3597,0.4041
