file,top_k,precision,recall,f1
6.csv,4,0.6012,0.6052,0.5901
5.csv,4,0.5925,0.5973,0.5818
7.csv,4,0.5837,0.5903,0.5741
4.csv,4,0.5787,0.5852,0.5692
3.csv,4,0.565,0.5726,0.5564
2.csv,4,0.55,0.5603,0.5429
1.csv,4,0.5325,0.541,0.525
8.csv,3,0.5767,0.4478,0.4921
10.csv,3,0.495,0.3667,0.4129
9.csv,3,0.495,0.3667,0.4129
11.csv,5,0.11,0.1417,0.1209
