sha256,ttps,mbc
8e9ba79924440b115b8999f9d594c6a29091674d9b8b4fb6ba7feb8bc3738baf,"T1010
T1027.002
T1036
T1055
T1057
T1071
T1082
T1095
T1140
T1497
T1560
T1562.001
T1564.001
T1571",
