file,top_k,precision,recall,f1
7.csv,3,0.7467,0.5629,0.6279
6.csv,3,0.7417,0.561,0.6248
5.csv,3,0.715,0.545,0.6048
3.csv,3,0.7083,0.5411,0.5999
2.csv,3,0.705,0.5386,0.5971
4.csv,5,0.546,0.6877,0.596
8.csv,4,0.5975,0.5896,0.5814
1.csv,4,0.585,0.5894,0.5745
10.csv,3,0.6483,0.4885,0.545
9.csv,3,0.6483,0.4885,0.545
11.csv,5,0.051,0.0644,0.0558
