file,top_k,precision,recall,f1
6.csv,4,0.6212,0.623,0.6085
7.csv,4,0.6125,0.6108,0.5984
5.csv,4,0.6075,0.6119,0.5962
3.csv,5,0.541,0.6823,0.5907
4.csv,5,0.541,0.6823,0.5907
2.csv,4,0.595,0.6048,0.5863
1.csv,5,0.502,0.6286,0.5466
8.csv,4,0.5587,0.5588,0.5465
10.csv,4,0.535,0.534,0.5229
9.csv,4,0.535,0.534,0.5229
11.csv,5,0.051,0.0644,0.0558
