file,top_k,precision,recall,f1
6.csv,4,0.6112,0.6106,0.5978
3.csv,4,0.6038,0.6098,0.5933
4.csv,4,0.6025,0.6086,0.592
5.csv,4,0.6,0.6048,0.5891
2.csv,4,0.5962,0.6003,0.5849
7.csv,4,0.585,0.5829,0.5714
1.csv,5,0.511,0.6388,0.5558
8.csv,4,0.53,0.5306,0.5187
10.csv,4,0.52,0.5195,0.5084
9.csv,4,0.52,0.5195,0.5084
11.csv,5,0.051,0.0644,0.0558
