file,top_k,precision,recall,f1
7.csv,3,0.78,0.5944,0.6595
6.csv,3,0.7633,0.5853,0.6475
5.csv,3,0.7533,0.5819,0.6415
8.csv,3,0.7483,0.568,0.6312
3.csv,3,0.725,0.5645,0.62
2.csv,3,0.7234,0.5633,0.6186
4.csv,3,0.7234,0.5633,0.6186
1.csv,4,0.6138,0.6244,0.6052
10.csv,3,0.6783,0.516,0.5729
9.csv,3,0.6783,0.516,0.5729
11.csv,5,0.051,0.0644,0.0558
