file,top_k,precision,recall,f1
7.csv,3,0.7483,0.5678,0.6317
8.csv,3,0.75,0.5664,0.6315
6.csv,3,0.7283,0.558,0.6179
5.csv,4,0.6175,0.6329,0.611
3.csv,4,0.6162,0.6315,0.6097
2.csv,4,0.615,0.629,0.608
4.csv,4,0.6138,0.6293,0.6073
1.csv,4,0.6088,0.6209,0.6011
9.csv,4,0.585,0.5898,0.5743
10.csv,4,0.5525,0.5578,0.5429
11.csv,5,0.051,0.0644,0.0558
