sha256,rank,action,score
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,1,D3-PT - Process Termination,1.950674
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,2,D3-PSA - Process Spawn Analysis,1.689538
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,3,D3-OTF - Outbound Traffic Filtering,1.404212
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,4,D3-FEV - File Eviction,1.387422
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,5,D3-CCSA - Credential Compromise Scope Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,6,D3-CQ - Content Quarantine,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,7,D3-CR - Credential Revocation,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,8,D3-CRO - Credential Rotation,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,9,D3-DNSDL - DNS Denylisting,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,10,D3-DNSTA - DNS Traffic Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,11,D3-EAL - Executable Allowlisting,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,12,D3-EDL - Executable Denylisting,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,13,D3-FA - File Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,14,D3-FIM - File Integrity Monitoring,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,15,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,16,D3-PCSV - Process Code Segment Verification,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,17,D3-PLA - Process Lineage Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,18,D3-RC - Restore Configuration,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,19,D3-RF - Restore File,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,20,D3-RTSD - Remote Terminal Session Detection,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,21,D3-SCA - System Call Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,22,D3-SICA - System Init Config Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,23,D3-SJA - Scheduled Job Analysis,0.600000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,24,D3-RKD - Registry Key Deletion,0.525345
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,25,D3-NI - Network Isolation,0.261136
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,26,D3-CAA - Connection Attempt Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,27,D3-CE - Credential Eviction,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,28,D3-EI - Execution Isolation,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,29,D3-FAPA - File Access Pattern Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,30,D3-FCA - File Creation Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,31,D3-FCOA - File Content Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,32,D3-FHRA - File Hash Reputation Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,33,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,34,D3-ITF - Inbound Traffic Filtering,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,35,D3-NTA - Network Traffic Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,36,D3-PA - Process Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,37,D3-PSMD - Process Self,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,38,D3-RUAA - Restore User Account Access,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,39,D3-SEA - Script Execution Analysis,0.000000
89c445b764c8d976eb31fd3a35d7a1c2baf44f6afab1d4a97473299afee9f9b8,40,D3-ST - Session Termination,0.000000
