sha256,rank,action,score
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,1,D3-PT - Process Termination,1.479944
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,2,D3-OTF - Outbound Traffic Filtering,1.302127
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,3,D3-FEV - File Eviction,1.295239
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,4,D3-PSA - Process Spawn Analysis,1.030438
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,5,D3-NI - Network Isolation,0.913229
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,6,D3-SICA - System Init Config Analysis,0.845734
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,7,D3-PLA - Process Lineage Analysis,0.812449
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,8,D3-SJA - Scheduled Job Analysis,0.811102
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,9,D3-CQ - Content Quarantine,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,10,D3-DNSDL - DNS Denylisting,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,11,D3-DNSTA - DNS Traffic Analysis,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,12,D3-EAL - Executable Allowlisting,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,13,D3-EDL - Executable Denylisting,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,14,D3-FA - File Analysis,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,15,D3-FIM - File Integrity Monitoring,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,16,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,17,D3-PCSV - Process Code Segment Verification,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,18,D3-RC - Restore Configuration,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,19,D3-RF - Restore File,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,20,D3-RTSD - Remote Terminal Session Detection,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,21,D3-SCA - System Call Analysis,0.600000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,22,D3-CAA - Connection Attempt Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,23,D3-CCSA - Credential Compromise Scope Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,24,D3-CE - Credential Eviction,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,25,D3-CR - Credential Revocation,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,26,D3-CRO - Credential Rotation,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,27,D3-EI - Execution Isolation,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,28,D3-FAPA - File Access Pattern Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,29,D3-FCA - File Creation Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,30,D3-FCOA - File Content Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,31,D3-FHRA - File Hash Reputation Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,32,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,33,D3-ITF - Inbound Traffic Filtering,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,34,D3-NTA - Network Traffic Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,35,D3-PA - Process Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,36,D3-PSMD - Process Self,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,37,D3-RKD - Registry Key Deletion,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,38,D3-RUAA - Restore User Account Access,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,39,D3-SEA - Script Execution Analysis,0.000000
7b5bfbc787d75cd1d8035161fd5b9139f3133f93d295e26cef10f677d9e2c879,40,D3-ST - Session Termination,0.000000
