sha256,rank,action,score
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,1,D3-PT - Process Termination,1.251765
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,2,D3-PCSV - Process Code Segment Verification,1.142813
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,3,D3-PSA - Process Spawn Analysis,1.100486
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,4,D3-OTF - Outbound Traffic Filtering,0.824079
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,5,D3-EDL - Executable Denylisting,0.815612
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,6,D3-FEV - File Eviction,0.802535
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,7,D3-CQ - Content Quarantine,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,8,D3-DNSDL - DNS Denylisting,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,9,D3-DNSTA - DNS Traffic Analysis,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,10,D3-EAL - Executable Allowlisting,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,11,D3-FA - File Analysis,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,12,D3-FIM - File Integrity Monitoring,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,13,D3-FRDDL - Forward Resolution Domain Denylisting,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,14,D3-RC - Restore Configuration,0.500000
45499b2eb6802cea34e6e87c16c2ba7c4b8e5e27cbd336cbcdd59dbb1f5577e2,15,D3-RF - Restore File,0.500000
