sha256,rank,action,score
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,1,D3-PT - Process Termination,1.540325
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,2,D3-FEV - File Eviction,1.349366
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,3,D3-RF - Restore File,0.796711
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,4,D3-OTF - Outbound Traffic Filtering,0.790959
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,5,D3-SICA - System Init Config Analysis,0.790959
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,6,D3-PSA - Process Spawn Analysis,0.779546
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,7,D3-CAA - Connection Attempt Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,8,D3-CCSA - Credential Compromise Scope Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,9,D3-CQ - Content Quarantine,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,10,D3-CR - Credential Revocation,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,11,D3-CRO - Credential Rotation,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,12,D3-EAL - Executable Allowlisting,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,13,D3-EDL - Executable Denylisting,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,14,D3-FA - File Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,15,D3-FIM - File Integrity Monitoring,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,16,D3-PLA - Process Lineage Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,17,D3-RC - Restore Configuration,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,18,D3-RTSD - Remote Terminal Session Detection,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,19,D3-SCA - System Call Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,20,D3-SJA - Scheduled Job Analysis,0.600000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,21,D3-NI - Network Isolation,0.377764
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,22,D3-RKD - Registry Key Deletion,0.377764
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,23,D3-CE - Credential Eviction,0.192055
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,24,D3-PCSV - Process Code Segment Verification,0.190959
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,25,D3-DNSDL - DNS Denylisting,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,26,D3-DNSTA - DNS Traffic Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,27,D3-EI - Execution Isolation,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,28,D3-FAPA - File Access Pattern Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,29,D3-FCA - File Creation Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,30,D3-FCOA - File Content Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,31,D3-FHRA - File Hash Reputation Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,32,D3-FRDDL - Forward Resolution Domain Denylisting,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,33,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,34,D3-ITF - Inbound Traffic Filtering,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,35,D3-NTA - Network Traffic Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,36,D3-PA - Process Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,37,D3-PSMD - Process Self,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,38,D3-RUAA - Restore User Account Access,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,39,D3-SEA - Script Execution Analysis,0.000000
d9c17024439eb223bf22e9275890ccb24f395702bc5fca12d072b565dfe66e78,40,D3-ST - Session Termination,0.000000
