sha256,rank,action,score
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,1,D3-PT - Process Termination,1.897091
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,2,D3-FEV - File Eviction,1.472301
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,3,D3-PSA - Process Spawn Analysis,1.148791
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,4,D3-SJA - Scheduled Job Analysis,0.925053
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,5,D3-PLA - Process Lineage Analysis,0.816758
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,6,D3-NI - Network Isolation,0.748300
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,7,D3-CQ - Content Quarantine,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,8,D3-EAL - Executable Allowlisting,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,9,D3-EDL - Executable Denylisting,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,10,D3-FA - File Analysis,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,11,D3-FIM - File Integrity Monitoring,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,12,D3-PCSV - Process Code Segment Verification,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,13,D3-RC - Restore Configuration,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,14,D3-RF - Restore File,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,15,D3-SCA - System Call Analysis,0.600000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,16,D3-OTF - Outbound Traffic Filtering,0.547248
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,17,D3-SICA - System Init Config Analysis,0.208031
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,18,D3-CAA - Connection Attempt Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,19,D3-CCSA - Credential Compromise Scope Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,20,D3-CE - Credential Eviction,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,21,D3-CR - Credential Revocation,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,22,D3-CRO - Credential Rotation,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,23,D3-DNSDL - DNS Denylisting,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,24,D3-DNSTA - DNS Traffic Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,25,D3-EI - Execution Isolation,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,26,D3-FAPA - File Access Pattern Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,27,D3-FCA - File Creation Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,28,D3-FCOA - File Content Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,29,D3-FHRA - File Hash Reputation Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,30,D3-FRDDL - Forward Resolution Domain Denylisting,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,31,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,32,D3-ITF - Inbound Traffic Filtering,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,33,D3-NTA - Network Traffic Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,34,D3-PA - Process Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,35,D3-PSMD - Process Self,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,36,D3-RKD - Registry Key Deletion,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,37,D3-RTSD - Remote Terminal Session Detection,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,38,D3-RUAA - Restore User Account Access,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,39,D3-SEA - Script Execution Analysis,0.000000
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,40,D3-ST - Session Termination,0.000000
