target_id,dataset_id,similarity_type,signatures_similarity,mbcs_similarity,ttps_similarity
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,0017e2bb45469ea5f02edab017f77b7242c9a3330478c748e7e8380149ded601,cosine,0.108634728,0.1159116347,0.1455022147
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,00515fe91a6b40d5c5ae851cb18d31c675ff38901edd352b3e6379087d5f2b26,cosine,0.3711905362,0.3922056028,0.3529688245
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,00b4eedbb85d52ce1a691501cbbf4587c49c93906611268a75ac547337c5919a,cosine,0.1062907212,0.1176866353,0.0923618183
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,00d56f9d4e23372133f953d1a0bb58567bc2e9bc34f9e70304116a6382448458,cosine,0.5383777575,0.5776968411,0.4323890324
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,00e90b818309e8e0c0c73f539786c434af5156cb8d4eab78658e8871b972f1bc,cosine,0.1370102963,0.2412024226,0.1231923148
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,01383cd292942f754d098b5a36acf8f47223a8980a1a91f0afcad5a29bac92e0,cosine,0.2321163202,0.1266444254,0.1324206141
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,017b236bf38a1cf9a52fc0bdee2d5f23f038b00f9811c8a58b8b66b1c756b8d6,cosine,0.0921381999,0.1705633217,0.1377161043
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,0195f03c60d26ccf7bf74d6c29926169ba3233f305b8c61d07e085b9aeb6c452,cosine,0.1197919277,0.0194546248,0.1190620432
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,01ce496e53ddf9dacd4f7781f7162d20f4dcaf5095a3c42a4325039fe0d146d0,cosine,0.1317088389,0.0879838474,0.1741488263
5af982e3e7bfb72f09c58c942243bda454f917bc5e0a5b048e579b2c5faa1085,0211fa99da14b1e1345530d8ecdd8445f9000c0e4a62a5af9f76e661ac48d529,cosine,0.2024010102,0.4666379313,0.2233427249
