hash,T1001,T1003,T1005,T1006,T1007,T1010,T1012,T1014,T1016,T1018,T1020,T1021,T1021.001,T1022,T1027,T1027.002,T1027.004,T1027.005,T1027.009,T1031,T1032,T1033,T1036,T1036.005,T1036.007,T1037.005,T1038,T1039,T1041,T1045,T1046,T1047,T1048,T1049,T1050,T1053,T1053.002,T1053.005,T1055,T1055.002,T1055.003,T1055.004,T1055.011,T1055.012,T1056,T1056.001,T1056.004,T1057,T1058,T1059,T1059.001,T1059.003,T1060,T1063,T1064,T1065,T1067,T1069,T1070,T1070.001,T1070.004,T1070.006,T1071,T1071.001,T1074,T1079,T1080,T1081,T1082,T1083,T1086,T1087,T1087.001,T1088,T1089,T1090,T1090.003,T1091,T1093,T1095,T1096,T1098,T1102,T1105,T1106,T1107,T1112,T1113,T1114,T1115,T1116,T1118,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1134.001,T1134.002,T1135,T1136,T1136.001,T1140,T1143,T1158,T1170,T1176,T1179,T1185,T1188,T1198,T1201,T1202,T1203,T1204.002,T1213,T1214,T1217,T1218,T1218.002,T1218.004,T1218.010,T1218.011,T1219,T1222,T1222.001,T1485,T1486,T1489,T1490,T1491,T1495,T1496,T1497,T1497.001,T1497.002,T1497.003,T1499,T1499.001,T1518,T1518.001,T1529,T1539,T1542,T1542.001,T1542.003,T1543,T1543.002,T1543.003,T1546.001,T1547,T1547.001,T1547.004,T1547.008,T1547.009,T1548,T1548.002,T1550.004,T1552,T1552.001,T1552.002,T1552.004,T1553.004,T1553.005,T1555,T1555.003,T1555.004,T1559.001,T1560,T1560.002,T1562,T1562.001,T1562.004,T1562.006,T1562.009,T1564,T1564.001,T1564.002,T1564.003,T1564.004,T1565,T1566,T1566.002,T1569.002,T1571,T1573,T1574.001,T1574.002,T1574.008,T1574.010,T1592,T1592.003,T1592.004,T1614,T1614.001,T1620,T1622,T1652
21b63a545df6a8ccbf3a70596ce720392245a6865d45a6094df56635f069dd59,0.0,0.0,0.0,0.0,0.0,0.0,0.29606755777684496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22228657631576348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24928756679135286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22667874335610644,0.0,0.0,0.0,0.0,0.0,0.5609773522532732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973451392336179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807450854565024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504117136753631,0.5042227806253644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25abc25a488468887ae9b909116f16841a6be0948c5d2b9240f64be0761653de,0.0,0.0,0.1264067992278333,0.0,0.21578934759617158,0.0,0.08698344786960714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06530689471100114,0.0,0.0,0.0,0.0,0.0,0.0,0.14986861331047277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13767506008635533,0.0,0.13880366841689395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346903841516802,0.22817958484158557,0.0,0.0,0.0,0.12824212958745207,0.0,0.0,0.0,0.16481287123167895,0.0,0.25360156834567765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18643935495469968,0.05797920163811435,0.08357169316387195,0.0,0.1672006283561189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10223292677266707,0.0,0.10426801648434729,0.21109644019895044,0.0,0.2018525975426582,0.0,0.0,0.17508998658195452,0.0,0.0,0.0,0.2927464999147317,0.0,0.08248176763716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07356994601494783,0.14813860823701805,0.29830536577423383,0.0,0.0,0.0,0.0,0.0908605640968289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1850508425142846,0.0,0.0,0.0,0.34109039074510245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1229172349655363,0.0,0.0,0.0,0.0,0.21703082670145077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21578934759617158,0.0,0.0,0.0
31f983668db02626b9c65b0f2fc7d14b59400c485d4ffc88418f3f76bf62ef85,0.0,0.0,0.17812486685763218,0.0,0.0,0.0,0.12257184870780259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09202655234008233,0.10332102768643604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1940034230539934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18979759704839255,0.0,0.0,0.09384490771144013,0.0,0.180711104132398,0.0,0.0,0.0,0.2322443960601667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1156776316503415,0.23770349519333445,0.0,0.0,0.0,0.262719137587469,0.0817008075150037,0.11776420895723315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14692822432999522,0.0,0.0,0.0,0.0,0.0,0.24672628955506412,0.0,0.0,0.0,0.0,0.0,0.11622835138853836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21218380459934394,0.0,0.0,0.0,0.36480098089164625,0.30407738384850974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237564347783163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708657566765114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22182493899697317,0.0,0.2363006832983098,0.0,0.0
34a51dc07bde9cbe8888d913bada3b4f66240ea94e035f49c9c1e4aa087d489b,0.0,0.0,0.0,0.0,0.0,0.14711845021218292,0.10908018230993698,0.0,0.0,0.1562942089277711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10841387900808468,0.0,0.0,0.0,0.0,0.0,0.0,0.172649176614192,0.0,0.1740644895900149,0.0,0.0,0.29666916274388755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689062921566974,0.2861449082960834,0.0,0.08351525860090471,0.0,0.0,0.0,0.0,0.24429509135404995,0.0,0.0,0.0,0.0,0.0,0.16442976872834844,0.0,0.0,0.1969013353591847,0.10294482201766572,0.21153911656508773,0.0,0.0,0.0,0.0,0.0727078776453044,0.10480172664494355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14409464223791887,0.0,0.0,0.0,0.0,0.12820354404849285,0.0,0.1307556153011745,0.26472206777084867,0.0,0.0,0.0,0.0,0.21956875847959278,0.0,0.0,0.0,0.0,0.0,0.10343492321200602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3402870677612953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225919781741317,0.0,0.0,0.0,0.0,0.0,0.0,0.11394221704482285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14929586875352804,0.13302429556934273,0.0,0.0,0.0,0.19947611000359747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132259392729916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22322512291167154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35c2ee1406834ee537a4c945e4755f53272d46241402e96c77d0deb505c9e52b,0.0,0.1786378680641925,0.15829918823156774,0.0,0.0,0.14691500615483816,0.10892933980967251,0.0,0.0,0.15607807609087745,0.0,0.0,0.0,0.0,0.0817838002530455,0.09182117633854314,0.0,0.19130169174149877,0.0,0.0,0.0,0.0,0.10826395791126726,0.0,0.0,0.0,0.0,0.0,0.0,0.1724104271647724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09171801962107932,0.0,0.0,0.0,0.0,0.0,0.168672718588339,0.28574921026467853,0.0,0.08339976878276524,0.0,0.1605975717666239,0.0,0.0,0.24395726571421486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1028024638549492,0.21124658781632058,0.0,0.0,0.0,0.0,0.07260733291004004,0.10465680064514793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143895379680325,0.0,0.0,0.0,0.1620757511837837,0.0,0.0,0.13057479873561717,0.2643559945049984,0.0,0.25277993374268143,0.0,0.0,0.2192651258690887,0.0,0.0,0.0,0.0,0.0,0.10329188730849395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18856729336285008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09213161636515971,0.0,0.0,0.0,0.0,0.0,0.0,0.11378465103658239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13284034173909898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539292081879478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20757498416197392,0.0,0.0,0.0,0.0,0.0,0.19713534888311593,0.27023292071437954,0.0,0.0,0.0
36b8623b6b1120313cd6a82751d5eb175d274d2952a8b3d3d6f69874fb4e88b9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27907723448797395,0.0,0.0,0.0,0.0,0.14623448322906918,0.16418193126030572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3015972327195623,0.0,0.0,0.0,0.0,0.28715837173708564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18381715119607372,0.37772193891263284,0.0,0.0,0.0,0.0,0.12982639317185932,0.0,0.0,0.0,0.0,0.0,0.4726848364264601,0.0,0.0,0.0,0.0,0.2572938212885191,0.0,0.0,0.0,0.28980144778049993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1846922705422995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24065877056516813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20345397978880267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38e52dbc0dbbc8d65987b05460d1a109a772aeb1fead029581115e4e4e15c240,0.0,0.22012592165124967,0.19506365074619503,0.0,0.0,0.18103553006248174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10077781716681801,0.11314634062560903,0.0,0.23573087646180665,0.0,0.0,0.0,0.0,0.1334079037948775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20784639919313083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25432967647941995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08947014565645378,0.1289629961929787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12728108625159343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1402107596256861,0.0,0.18711423549565603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2454638643706479,0.0,0.0,0.3191018323959491,0.3072384377814855,0.0,0.0,0.0,0.0,0.31444817519807117,0.3875557385079607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27468803804888503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42baf0d9105229ca324cb979bcd9fa893bd2585cb91a98c7406ef610b1e35291,0.0,0.1866558205951398,0.16540426282007614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08545457081997682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11312325949581757,0.0,0.0,0.0,0.0,0.0,0.0,0.1801488682681489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958346760474203,0.0,0.0,0.0,0.0,0.0,0.17624339699803182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156589015453331,0.0,0.33183959026308274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243957320771575,0.07586622843415251,0.10935419917943896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762213052489152,0.0,0.0,0.0,0.0,0.22910658552129856,0.0,0.0,0.0,0.0,0.0,0.1079280232982823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19703091657698993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11889174249847717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20814113434194578,0.0,0.0,0.27058246449341106,0.26052289658702454,0.0,0.0,0.0,0.0,0.2666363949141337,0.3286279682779384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23292177843059833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44f53e578f99badd615955fdb2d5c5a70a69cfec2470d06e6be8d08c230b953f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019965482829307,0.22678770884058227,0.0,0.0,0.0,0.0,0.0,0.0,0.2673994817293919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166021490677041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2539102216995254,0.5217546927804294,0.0,0.0,0.0,0.0,0.17933173296519161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22755445987968032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4920016599385716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52b2b45ea5d9d4871a9447c0f379ac85704447de2007b54073af0c30f7fbf488,0.0,0.0,0.0,0.0,0.26427428522370816,0.0,0.1065274480325735,0.0,0.18354205664597034,0.0,0.0,0.0,0.0,0.0,0.0799804675818761,0.0,0.0,0.0,0.0,0.0,0.0,0.18354205664597034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16860877750806144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3815692094060648,0.08969563742795679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08156080400797373,0.0,0.1570563955534723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18663004941535147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07100634132982457,0.10234911835012726,0.0,0.20476834023549423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15850198111673233,0.0,0.0,0.0,0.2585269452283039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010143013504702,0.0,0.0,0.0,0.0,0.0,0.23466074967373377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627888179723529,0.0,0.0,0.0,0.0,0.09010011436445937,0.0,0.0,0.0,0.0,0.0,0.1762193259555186,0.11127569965431597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22662925524492009,0.0,0.0,0.12991121240582976,0.0,0.0,0.3653305327467476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15053506938156203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19278851474012726,0.0,0.0,0.0,0.0
