file,top_k,precision,recall,f1
1.csv,4,0.5725,0.5863,0.566
10.csv,4,0.425,0.4242,0.4158
11.csv,5,0.11,0.1417,0.1209
2.csv,5,0.524,0.6641,0.5732
3.csv,5,0.527,0.666,0.5758
4.csv,5,0.528,0.6681,0.5771
5.csv,4,0.5863,0.598,0.5786
6.csv,4,0.5825,0.5908,0.5734
7.csv,4,0.5775,0.5859,0.5685
8.csv,4,0.57,0.575,0.5596
9.csv,4,0.5275,0.5262,0.5158
