file,top_k,precision,recall,f1
1.csv,4,0.545,0.5603,0.5397
10.csv,3,0.45,0.3397,0.3787
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.5675,0.5828,0.5618
3.csv,4,0.5675,0.5794,0.5603
4.csv,4,0.5637,0.5751,0.5564
5.csv,4,0.5563,0.5644,0.5477
6.csv,3,0.6333,0.4828,0.5351
7.csv,4,0.5288,0.5286,0.517
8.csv,4,0.4363,0.4359,0.4269
9.csv,3,0.45,0.3397,0.3787
