file,top_k,precision,recall,f1
1.csv,4,0.55,0.5642,0.5441
10.csv,3,0.4767,0.3597,0.4011
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.565,0.5822,0.56
3.csv,4,0.57,0.5855,0.5642
4.csv,4,0.5675,0.5811,0.5609
5.csv,4,0.5637,0.5745,0.556
6.csv,4,0.5713,0.5775,0.5614
7.csv,4,0.5575,0.5629,0.5476
8.csv,4,0.52,0.5192,0.5086
9.csv,3,0.4767,0.3597,0.4011
