file,top_k,precision,recall,f1
1.csv,4,0.5737,0.5856,0.5665
10.csv,4,0.4288,0.4272,0.4191
11.csv,5,0.11,0.1417,0.1209
2.csv,5,0.524,0.6621,0.5725
3.csv,5,0.522,0.6588,0.57
4.csv,5,0.52,0.6561,0.5678
5.csv,4,0.5763,0.5857,0.568
6.csv,4,0.5787,0.5849,0.5688
7.csv,4,0.5763,0.5816,0.566
8.csv,4,0.5675,0.5706,0.5564
9.csv,4,0.5413,0.5393,0.5287
