file,top_k,precision,recall,f1
1.csv,4,0.58,0.5943,0.5737
10.csv,3,0.5067,0.3777,0.4237
11.csv,5,0.11,0.1417,0.1209
2.csv,5,0.526,0.6623,0.5739
3.csv,4,0.58,0.5928,0.5731
4.csv,4,0.5813,0.5938,0.5742
5.csv,4,0.5787,0.5883,0.5704
6.csv,4,0.5813,0.5889,0.572
7.csv,4,0.5787,0.5849,0.5688
8.csv,4,0.5775,0.5797,0.5658
9.csv,4,0.5513,0.5493,0.5385
