file,top_k,precision,recall,f1
1.csv,4,0.5663,0.581,0.5603
10.csv,3,0.4917,0.3705,0.4134
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.5763,0.5898,0.5696
3.csv,4,0.5775,0.5893,0.5701
4.csv,4,0.5775,0.5905,0.5705
5.csv,4,0.58,0.5918,0.5725
6.csv,4,0.5787,0.5873,0.5698
7.csv,4,0.5663,0.5733,0.5567
8.csv,4,0.5675,0.5714,0.5566
9.csv,4,0.5175,0.5153,0.5057
