sha256,rank,action,score
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,1,D3-PCSV - Process Code Segment Verification,1.225051
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,2,D3-FEV - File Eviction,0.845512
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,3,D3-CQ - Content Quarantine,0.811905
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,4,D3-PSA - Process Spawn Analysis,0.793028
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,5,D3-EDL - Executable Denylisting,0.788782
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,6,D3-PT - Process Termination,0.650445
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,7,D3-DNSDL - DNS Denylisting,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,8,D3-DNSTA - DNS Traffic Analysis,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,9,D3-EAL - Executable Allowlisting,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,10,D3-FA - File Analysis,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,11,D3-FIM - File Integrity Monitoring,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,12,D3-FRDDL - Forward Resolution Domain Denylisting,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,13,D3-OTF - Outbound Traffic Filtering,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,14,D3-RC - Restore Configuration,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,15,D3-RF - Restore File,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,16,D3-RTSD - Remote Terminal Session Detection,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,17,D3-SCA - System Call Analysis,0.600000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,18,D3-CCSA - Credential Compromise Scope Analysis,0.211905
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,19,D3-CR - Credential Revocation,0.211905
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,20,D3-ST - Session Termination,0.211905
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,21,D3-FCOA - File Content Analysis,0.190757
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,22,D3-CAA - Connection Attempt Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,23,D3-CE - Credential Eviction,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,24,D3-CRO - Credential Rotation,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,25,D3-EI - Execution Isolation,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,26,D3-FAPA - File Access Pattern Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,27,D3-FCA - File Creation Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,28,D3-FHRA - File Hash Reputation Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,29,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,30,D3-ITF - Inbound Traffic Filtering,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,31,D3-NI - Network Isolation,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,32,D3-NTA - Network Traffic Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,33,D3-PA - Process Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,34,D3-PLA - Process Lineage Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,35,D3-PSMD - Process Self,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,36,D3-RKD - Registry Key Deletion,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,37,D3-RUAA - Restore User Account Access,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,38,D3-SEA - Script Execution Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,39,D3-SICA - System Init Config Analysis,0.000000
83979cae4f4071c2d01ffd89962b4babf850639d70a14b6b3eb2e1ed0cd08066,40,D3-SJA - Scheduled Job Analysis,0.000000
