sha256,rank,action,score
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,1,D3-PT - Process Termination,2.053748
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,2,D3-OTF - Outbound Traffic Filtering,1.431867
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,3,D3-NI - Network Isolation,1.226203
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,4,D3-CCSA - Credential Compromise Scope Analysis,1.121882
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,5,D3-FEV - File Eviction,1.115667
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,6,D3-SJA - Scheduled Job Analysis,0.815168
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,7,D3-CQ - Content Quarantine,0.806714
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,8,D3-CR - Credential Revocation,0.806714
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,9,D3-PSA - Process Spawn Analysis,0.803823
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,10,D3-CAA - Connection Attempt Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,11,D3-CRO - Credential Rotation,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,12,D3-DNSDL - DNS Denylisting,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,13,D3-DNSTA - DNS Traffic Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,14,D3-EAL - Executable Allowlisting,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,15,D3-EDL - Executable Denylisting,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,16,D3-FA - File Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,17,D3-FIM - File Integrity Monitoring,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,18,D3-FRDDL - Forward Resolution Domain Denylisting,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,19,D3-PCSV - Process Code Segment Verification,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,20,D3-PLA - Process Lineage Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,21,D3-RC - Restore Configuration,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,22,D3-RF - Restore File,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,23,D3-RTSD - Remote Terminal Session Detection,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,24,D3-SCA - System Call Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,25,D3-SICA - System Init Config Analysis,0.500000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,26,D3-CE - Credential Eviction,0.327545
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,27,D3-EI - Execution Isolation,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,28,D3-FAPA - File Access Pattern Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,29,D3-FCA - File Creation Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,30,D3-FCOA - File Content Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,31,D3-FHRA - File Hash Reputation Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,32,D3-FRIDL - Forward Resolution IP Denylisting,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,33,D3-ITF - Inbound Traffic Filtering,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,34,D3-NTA - Network Traffic Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,35,D3-PA - Process Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,36,D3-PSMD - Process Self,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,37,D3-RKD - Registry Key Deletion,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,38,D3-RUAA - Restore User Account Access,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,39,D3-SEA - Script Execution Analysis,0.000000
a2350b33548abf34e63361ea80d402e3d6f83571bea91578bea7ea578e57af44,40,D3-ST - Session Termination,0.000000
