file,top_k,precision,recall,f1
1.csv,4,0.585,0.5954,0.5767
10.csv,4,0.4188,0.4142,0.4079
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.5813,0.5924,0.5734
3.csv,4,0.585,0.5948,0.5764
4.csv,3,0.6867,0.5238,0.5809
5.csv,3,0.6867,0.5209,0.5793
6.csv,3,0.7183,0.5462,0.6064
7.csv,3,0.7117,0.5409,0.6003
8.csv,3,0.6733,0.5092,0.5663
9.csv,5,0.437,0.5327,0.4709
