file,top_k,precision,recall,f1
1.csv,4,0.5825,0.5938,0.5745
10.csv,3,0.4933,0.3701,0.4137
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.585,0.5967,0.5771
3.csv,4,0.5875,0.5987,0.5794
4.csv,3,0.685,0.5275,0.5824
5.csv,3,0.695,0.5318,0.589
6.csv,3,0.7083,0.5406,0.5993
7.csv,3,0.7067,0.5391,0.5975
8.csv,3,0.6867,0.5231,0.5797
9.csv,4,0.5262,0.5252,0.5142
