file,top_k,precision,recall,f1
1.csv,4,0.5725,0.5849,0.5653
10.csv,3,0.4967,0.3723,0.4164
11.csv,5,0.11,0.1417,0.1209
2.csv,3,0.6767,0.5213,0.5755
3.csv,3,0.68,0.5226,0.5776
4.csv,3,0.6867,0.5281,0.5834
5.csv,3,0.69,0.5295,0.5857
6.csv,3,0.7067,0.5423,0.5995
7.csv,3,0.705,0.5388,0.5969
8.csv,3,0.6867,0.524,0.5803
9.csv,4,0.5537,0.5538,0.5416
