file,top_k,precision,recall,f1
1.csv,4,0.5825,0.5954,0.5754
10.csv,4,0.4387,0.4332,0.4272
11.csv,5,0.11,0.1417,0.1209
2.csv,3,0.6833,0.53,0.5831
3.csv,3,0.69,0.5343,0.5883
4.csv,3,0.7033,0.5423,0.5983
5.csv,3,0.705,0.5435,0.5997
6.csv,3,0.7133,0.5478,0.6055
7.csv,3,0.7167,0.5477,0.6069
8.csv,3,0.7067,0.5383,0.5972
9.csv,4,0.5737,0.5748,0.5615
