file,top_k,precision,recall,f1
1.csv,4,0.5737,0.5907,0.5684
10.csv,3,0.4683,0.3489,0.3914
11.csv,5,0.11,0.1417,0.1209
2.csv,4,0.595,0.6085,0.5879
3.csv,4,0.595,0.6085,0.5879
4.csv,4,0.5938,0.6068,0.5865
5.csv,4,0.5887,0.6002,0.5807
6.csv,4,0.59,0.5966,0.58
7.csv,4,0.5563,0.5606,0.5458
8.csv,4,0.4688,0.4672,0.4578
9.csv,3,0.4683,0.3489,0.3914
